invoice_no,name,city,region,product,brand,store,quantity,unit_price,discount,order_timestamp,payment_mode
INV97293,Rahul,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,50,2026-03-08 20:53:00,CARD
INV100894,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,3,120000,5000,2026-03-11 08:54:00,UPI
INV49163,Priya,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,5000,2026-02-03 10:43:00,COD
INV54973,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,4,120000,0,2026-02-07 11:33:00,COD
INV30786,Amit,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,4,120000,0,2026-01-21 16:26:00,UPI
INV64564,Priya,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,0,2026-02-14 03:24:00,CARD
INV60718,Anita,Bangalore,Karnataka,Phone,Apple,Store Bangalore,3,120000,0,2026-02-11 11:18:00,COD
INV34712,Rahul,Bangalore,Karnataka,Phone,Apple,Store Bangalore,5,120000,3000,2026-01-24 09:52:00,UPI
INV92922,Rahul,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,5,28000,0,2026-03-05 20:02:00,COD
INV59871,Vishal,Delhi,Delhi,Phone,Apple,Store Delhi,2,120000,3000,2026-02-10 21:11:00,UPI
INV82002,Rahul,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,1,120000,10000,2026-02-26 06:02:00,UPI
INV53630,Vishal,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,5,120000,10000,2026-02-06 13:10:00,CARD
INV41763,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,3,28000,1000,2026-01-29 07:23:00,UPI
INV67910,Sneha,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,1000,2026-02-16 11:10:00,UPI
INV90737,Vishal,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,3,28000,100,2026-03-04 07:37:00,UPI
INV7399,Sneha,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,3,28000,1000,2026-01-05 10:39:00,CARD
INV48117,Amit,Delhi,Delhi,Phone,Apple,Store Delhi,5,120000,2500,2026-02-02 17:17:00,COD
INV40880,Rahul,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,3,28000,500,2026-01-28 16:40:00,UPI
INV69096,Sneha,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,500,2026-02-17 06:56:00,COD
INV99218,Priya,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,3,120000,3000,2026-03-10 04:58:00,UPI
INV58721,Amit,Delhi,Delhi,Phone,Samsung,Store Delhi,1,28000,0,2026-02-10 02:01:00,CARD
INV25884,Rahul,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,4,28000,100,2026-01-18 06:44:00,COD
INV82785,Vishal,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,5,120000,10000,2026-02-26 19:05:00,UPI
INV66065,Rahul,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,3,28000,50,2026-02-15 04:25:00,COD
INV45681,Priya,Delhi,Delhi,Phone,Apple,Store Delhi,1,120000,10000,2026-02-01 00:41:00,UPI
INV15180,Amit,Delhi,Delhi,Phone,Apple,Store Delhi,3,120000,10000,2026-01-10 20:20:00,CARD
INV24679,Sneha,Delhi,Delhi,Phone,Apple,Store Delhi,3,120000,0,2026-01-17 10:39:00,UPI
INV6284,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,5,28000,50,2026-01-04 16:04:00,COD
INV91108,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,10000,2026-03-04 13:48:00,COD
INV68787,Rahul,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,0,2026-02-17 01:47:00,CARD
INV32229,Vishal,Delhi,Delhi,Phone,Samsung,Store Delhi,1,28000,50,2026-01-22 16:29:00,COD
INV20887,Amit,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,2500,2026-01-14 19:27:00,CARD
INV60795,Anita,Bangalore,Karnataka,Phone,Apple,Store Bangalore,4,120000,0,2026-02-11 12:35:00,COD
INV46568,Rahul,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,0,2026-02-01 15:28:00,COD
INV41243,Anita,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,1,120000,3000,2026-01-28 22:43:00,CARD
INV27518,Vishal,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,5,120000,2500,2026-01-19 09:58:00,COD
INV88201,Anita,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,10000,2026-03-02 13:21:00,UPI
INV54127,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,100,2026-02-06 21:27:00,COD
INV72127,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,3000,2026-02-19 09:27:00,CARD
INV65670,Rahul,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,0,2026-02-14 21:50:00,COD
INV24561,Priya,Bangalore,Karnataka,Phone,Apple,Store Bangalore,5,120000,0,2026-01-17 08:41:00,COD
INV95212,Rahul,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,100,2026-03-07 10:12:00,CARD
INV22990,Priya,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,5,28000,100,2026-01-16 06:30:00,CARD
INV44829,Rahul,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,4,120000,0,2026-01-31 10:29:00,UPI
INV60730,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,1,28000,1000,2026-02-11 11:30:00,UPI
INV13393,Priya,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,1,120000,0,2026-01-09 14:33:00,CARD
INV43083,Rahul,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,500,2026-01-30 05:23:00,UPI
INV5076,Anita,Bangalore,Karnataka,Phone,Apple,Store Bangalore,5,120000,5000,2026-01-03 19:56:00,CARD
INV3204,Rahul,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,0,2026-01-02 12:44:00,COD
INV93576,Sneha,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,1,120000,0,2026-03-06 06:56:00,COD
INV48297,Vishal,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,0,2026-02-02 20:17:00,CARD
INV31095,Anita,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,1,28000,50,2026-01-21 21:35:00,CARD
INV10512,Sneha,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,5,120000,10000,2026-01-07 14:32:00,CARD
INV95026,Rahul,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,3,28000,100,2026-03-07 07:06:00,COD
INV100660,Priya,Bangalore,Karnataka,Phone,Apple,Store Bangalore,2,120000,0,2026-03-11 05:00:00,CARD
INV6570,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,1000,2026-01-04 20:50:00,UPI
INV24989,Priya,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,2,120000,2500,2026-01-17 15:49:00,UPI
INV37029,Vishal,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,50,2026-01-26 00:29:00,UPI
INV25458,Anita,Delhi,Delhi,Phone,Samsung,Store Delhi,2,28000,100,2026-01-17 23:38:00,COD
INV87190,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,50,2026-03-01 20:30:00,COD
INV60347,Rahul,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,1,28000,1000,2026-02-11 05:07:00,COD
INV24191,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,3000,2026-01-17 02:31:00,CARD
INV83539,Vishal,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,2,120000,0,2026-02-27 07:39:00,CARD
INV15490,Anita,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,5,120000,0,2026-01-11 01:30:00,UPI
INV29719,Vishal,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,0,2026-01-20 22:39:00,CARD
INV41239,Rahul,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,2,120000,0,2026-01-28 22:39:00,CARD
INV7350,Priya,Delhi,Delhi,Phone,Apple,Store Delhi,3,120000,3000,2026-01-05 09:50:00,UPI
INV59268,Vishal,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,3,28000,100,2026-02-10 11:08:00,UPI
INV50920,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,5000,2026-02-04 16:00:00,UPI
INV59186,Amit,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,1,120000,3000,2026-02-10 09:46:00,COD
INV84742,Vishal,Delhi,Delhi,Phone,Apple,Store Delhi,5,120000,5000,2026-02-28 03:42:00,COD
INV35964,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,1000,2026-01-25 06:44:00,COD
INV67558,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,2,28000,100,2026-02-16 05:18:00,UPI
INV66599,Amit,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,100,2026-02-15 13:19:00,UPI
INV36836,Amit,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,2,28000,1000,2026-01-25 21:16:00,CARD
INV64592,Amit,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,4,28000,50,2026-02-14 03:52:00,UPI
INV19702,Anita,Delhi,Delhi,Phone,Apple,Store Delhi,5,120000,2500,2026-01-13 23:42:00,COD
INV18890,Anita,Bangalore,Karnataka,Phone,Apple,Store Bangalore,3,120000,2500,2026-01-13 10:10:00,COD
INV51867,Anita,Delhi,Delhi,Phone,Samsung,Store Delhi,5,28000,50,2026-02-05 07:47:00,UPI
INV83824,Anita,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,3,120000,0,2026-02-27 12:24:00,UPI
INV13468,Anita,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,1000,2026-01-09 15:48:00,UPI
INV16719,Rahul,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,2,28000,0,2026-01-11 21:59:00,COD
INV55995,Amit,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,3,28000,1000,2026-02-08 04:35:00,CARD
INV54349,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,5,120000,3000,2026-02-07 01:09:00,UPI
INV12037,Vishal,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,1,28000,1000,2026-01-08 15:57:00,CARD
INV79739,Sneha,Delhi,Delhi,Phone,Apple,Store Delhi,5,120000,2500,2026-02-24 16:19:00,UPI
INV72853,Anita,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,5,120000,2500,2026-02-19 21:33:00,UPI
INV72777,Vishal,Delhi,Delhi,Phone,Apple,Store Delhi,1,120000,3000,2026-02-19 20:17:00,COD
INV36629,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,0,2026-01-25 17:49:00,CARD
INV46947,Amit,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,1,28000,1000,2026-02-01 21:47:00,CARD
INV65636,Anita,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,2,120000,5000,2026-02-14 21:16:00,CARD
INV11512,Sneha,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,2,120000,10000,2026-01-08 07:12:00,CARD
INV96903,Amit,Delhi,Delhi,Phone,Samsung,Store Delhi,5,28000,500,2026-03-08 14:23:00,UPI
INV32769,Amit,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,0,2026-01-23 01:29:00,UPI
INV74850,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,4,120000,3000,2026-02-21 06:50:00,UPI
INV41515,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,1,28000,50,2026-01-29 03:15:00,UPI
INV23677,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,3,120000,5000,2026-01-16 17:57:00,COD
INV49108,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,500,2026-02-03 09:48:00,UPI
INV14924,Vishal,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,5,120000,2500,2026-01-10 16:04:00,COD
INV18495,Anita,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,0,2026-01-13 03:35:00,CARD
INV37736,Rahul,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,0,2026-01-26 12:16:00,COD
INV16596,Anita,Delhi,Delhi,Phone,Samsung,Store Delhi,2,28000,50,2026-01-11 19:56:00,CARD
INV59123,Sneha,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,3,28000,50,2026-02-10 08:43:00,UPI
INV14505,Vishal,Delhi,Delhi,Phone,Apple,Store Delhi,5,120000,2500,2026-01-10 09:05:00,COD
INV7842,Rahul,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,2,120000,5000,2026-01-05 18:02:00,COD
INV21366,Vishal,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,2,28000,500,2026-01-15 03:26:00,CARD
INV8378,Vishal,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,5000,2026-01-06 02:58:00,COD
INV6211,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,0,2026-01-04 14:51:00,CARD
INV60401,Sneha,Delhi,Delhi,Phone,Apple,Store Delhi,5,120000,0,2026-02-11 06:01:00,CARD
INV78813,Vishal,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,2,28000,0,2026-02-24 00:53:00,CARD
INV69781,Rahul,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,1,28000,50,2026-02-17 18:21:00,COD
INV31148,Amit,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,5,28000,100,2026-01-21 22:28:00,CARD
INV9851,Vishal,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,3,28000,50,2026-01-07 03:31:00,UPI
INV35731,Anita,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,2500,2026-01-25 02:51:00,UPI
INV75631,Priya,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,100,2026-02-21 19:51:00,CARD
INV59301,Priya,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,3,120000,0,2026-02-10 11:41:00,COD
INV69411,Anita,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,1,120000,5000,2026-02-17 12:11:00,COD
INV61077,Sneha,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,5,120000,0,2026-02-11 17:17:00,UPI
INV96378,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,5,120000,10000,2026-03-08 05:38:00,CARD
INV54660,Priya,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,4,120000,3000,2026-02-07 06:20:00,UPI
INV93038,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,2500,2026-03-05 21:58:00,UPI
INV17820,Priya,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,4,28000,500,2026-01-12 16:20:00,UPI
INV85153,Vishal,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,10000,2026-02-28 10:33:00,UPI
INV27474,Vishal,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,1000,2026-01-19 09:14:00,UPI
INV19805,Rahul,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,4,28000,1000,2026-01-14 01:25:00,CARD
INV44160,Priya,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,500,2026-01-30 23:20:00,UPI
INV86173,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,1,28000,1000,2026-03-01 03:33:00,CARD
INV71068,Amit,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,5,28000,0,2026-02-18 15:48:00,COD
INV5979,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,2500,2026-01-04 10:59:00,COD
INV68497,Anita,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,2,28000,0,2026-02-16 20:57:00,CARD
INV67193,Sneha,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,10000,2026-02-15 23:13:00,UPI
INV71350,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,50,2026-02-18 20:30:00,CARD
INV6233,Anita,Bangalore,Karnataka,Phone,Apple,Store Bangalore,3,120000,0,2026-01-04 15:13:00,CARD
INV52678,Vishal,Delhi,Delhi,Phone,Samsung,Store Delhi,1,28000,100,2026-02-05 21:18:00,UPI
INV82296,Priya,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,1,28000,100,2026-02-26 10:56:00,COD
INV99173,Amit,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,100,2026-03-10 04:13:00,COD
INV81629,Amit,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,100,2026-02-25 23:49:00,COD
INV29361,Sneha,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,500,2026-01-20 16:41:00,UPI
INV32649,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,1,28000,0,2026-01-22 23:29:00,COD
INV92365,Amit,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,50,2026-03-05 10:45:00,COD
INV32180,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,5,120000,5000,2026-01-22 15:40:00,CARD
INV2352,Vishal,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,3000,2026-01-01 22:32:00,COD
INV61298,Anita,Delhi,Delhi,Phone,Samsung,Store Delhi,2,28000,50,2026-02-11 20:58:00,COD
INV81465,Rahul,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,100,2026-02-25 21:05:00,UPI
INV61358,Anita,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,1,28000,50,2026-02-11 21:58:00,CARD
INV26957,Priya,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,2,28000,1000,2026-01-19 00:37:00,COD
INV11762,Amit,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,4,120000,3000,2026-01-08 11:22:00,UPI
INV60578,Anita,Delhi,Delhi,Phone,Samsung,Store Delhi,2,28000,0,2026-02-11 08:58:00,CARD
INV96735,Vishal,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,1000,2026-03-08 11:35:00,CARD
INV31614,Amit,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,1,120000,10000,2026-01-22 06:14:00,CARD
INV89093,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,2500,2026-03-03 04:13:00,UPI
INV53391,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,3,120000,10000,2026-02-06 09:11:00,CARD
INV57968,Priya,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,5,28000,100,2026-02-09 13:28:00,CARD
INV4304,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,2,120000,2500,2026-01-03 07:04:00,CARD
INV31942,Amit,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,50,2026-01-22 11:42:00,COD
INV12364,Priya,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,1000,2026-01-08 21:24:00,CARD
INV27453,Vishal,Delhi,Delhi,Phone,Samsung,Store Delhi,1,28000,500,2026-01-19 08:53:00,COD
INV86138,Rahul,Bangalore,Karnataka,Phone,Apple,Store Bangalore,2,120000,0,2026-03-01 02:58:00,CARD
INV5771,Anita,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,1,120000,3000,2026-01-04 07:31:00,COD
INV50287,Priya,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,4,120000,3000,2026-02-04 05:27:00,COD
INV8972,Rahul,Delhi,Delhi,Phone,Apple,Store Delhi,1,120000,0,2026-01-06 12:52:00,CARD
INV47330,Amit,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,1,120000,0,2026-02-02 04:10:00,CARD
INV81528,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,3000,2026-02-25 22:08:00,UPI
INV27342,Sneha,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,1,28000,100,2026-01-19 07:02:00,UPI
INV61393,Vishal,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,1,28000,50,2026-02-11 22:33:00,UPI
INV31440,Rahul,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,3,120000,10000,2026-01-22 03:20:00,COD
INV83316,Rahul,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,0,2026-02-27 03:56:00,COD
INV4151,Vishal,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,100,2026-01-03 04:31:00,UPI
INV36661,Anita,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,3,28000,500,2026-01-25 18:21:00,COD
INV83862,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,3,28000,1000,2026-02-27 13:02:00,COD
INV69093,Priya,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,5,120000,10000,2026-02-17 06:53:00,COD
INV36592,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,5,120000,10000,2026-01-25 17:12:00,CARD
INV90039,Amit,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,5,120000,5000,2026-03-03 19:59:00,UPI
INV12564,Priya,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,1,120000,5000,2026-01-09 00:44:00,COD
INV2502,Rahul,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,1,120000,5000,2026-01-02 01:02:00,CARD
INV64667,Sneha,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,0,2026-02-14 05:07:00,COD
INV92787,Amit,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,1,120000,0,2026-03-05 17:47:00,COD
INV75979,Amit,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,4,120000,5000,2026-02-22 01:39:00,UPI
INV84702,Amit,Bangalore,Karnataka,Phone,Apple,Store Bangalore,1,120000,2500,2026-02-28 03:02:00,CARD
INV31372,Sneha,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,1000,2026-01-22 02:12:00,UPI
INV49467,Amit,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,100,2026-02-03 15:47:00,COD
INV79761,Amit,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,3,28000,500,2026-02-24 16:41:00,COD
INV10027,Sneha,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,2,28000,500,2026-01-07 06:27:00,CARD
INV7028,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,0,2026-01-05 04:28:00,CARD
INV43273,Priya,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,2,120000,2500,2026-01-30 08:33:00,CARD
INV47161,Amit,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,1000,2026-02-02 01:21:00,UPI
INV33685,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,3000,2026-01-23 16:45:00,CARD
INV20202,Sneha,Delhi,Delhi,Phone,Samsung,Store Delhi,3,28000,0,2026-01-14 08:02:00,CARD
INV96960,Vishal,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,5000,2026-03-08 15:20:00,COD
INV10777,Sneha,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,2,28000,50,2026-01-07 18:57:00,CARD
INV45423,Amit,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,4,28000,0,2026-01-31 20:23:00,COD
INV24726,Priya,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,1,120000,5000,2026-01-17 11:26:00,COD
INV71894,Sneha,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,1,28000,100,2026-02-19 05:34:00,CARD
INV58291,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,4,120000,10000,2026-02-09 18:51:00,CARD
INV92812,Sneha,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,3,28000,500,2026-03-05 18:12:00,CARD
INV80563,Anita,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,0,2026-02-25 06:03:00,COD
INV21250,Vishal,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,1,28000,1000,2026-01-15 01:30:00,UPI
INV5128,Vishal,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,50,2026-01-03 20:48:00,CARD
INV55446,Amit,Hyderabad,Telangana,Phone,Apple,Store Hyderabad,3,120000,10000,2026-02-07 19:26:00,UPI
INV56064,Sneha,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,4,120000,5000,2026-02-08 05:44:00,UPI
INV86924,Rahul,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,2,120000,10000,2026-03-01 16:04:00,UPI
INV32926,Anita,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,0,2026-01-23 04:06:00,UPI
INV100097,Rahul,Delhi,Delhi,Phone,Samsung,Store Delhi,4,28000,0,2026-03-10 19:37:00,UPI
INV59595,Vishal,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,4,120000,3000,2026-02-10 16:35:00,COD
INV37836,Priya,Bangalore,Karnataka,Phone,Apple,Store Bangalore,2,120000,10000,2026-01-26 13:56:00,UPI
INV98371,Amit,Delhi,Delhi,Phone,Apple,Store Delhi,2,120000,10000,2026-03-09 14:51:00,UPI
INV59434,Amit,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,2,28000,0,2026-02-10 13:54:00,COD
INV22270,Anita,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,4,120000,3000,2026-01-15 18:30:00,CARD
INV66400,Sneha,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,10000,2026-02-15 10:00:00,UPI
INV41716,Sneha,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,10000,2026-01-29 06:36:00,UPI
INV63852,Anita,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,3,28000,50,2026-02-13 15:32:00,CARD
INV1158,Rahul,Chennai,Tamil Nadu,Phone,Samsung,Store Chennai,4,28000,100,2026-01-01 02:38:00,CARD
INV7683,Anita,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,2,28000,500,2026-01-05 15:23:00,UPI
INV94565,Anita,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,2,28000,500,2026-03-06 23:25:00,COD
INV9598,Sneha,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,5,28000,0,2026-01-06 23:18:00,COD
INV11444,Amit,Delhi,Delhi,Phone,Samsung,Store Delhi,5,28000,0,2026-01-08 06:04:00,UPI
INV96736,Anita,Hyderabad,Telangana,Phone,Samsung,Store Hyderabad,5,28000,100,2026-03-08 11:36:00,CARD
INV83639,Vishal,Delhi,Delhi,Phone,Apple,Store Delhi,4,120000,0,2026-02-27 09:19:00,COD
INV98032,Amit,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,4,120000,3000,2026-03-09 09:12:00,CARD
INV29969,Priya,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,3,28000,100,2026-01-21 02:49:00,UPI
INV26869,Rahul,Chennai,Tamil Nadu,Phone,Apple,Store Chennai,2,120000,5000,2026-01-18 23:09:00,COD
INV32390,Sneha,Bangalore,Karnataka,Phone,Samsung,Store Bangalore,2,28000,0,2026-01-22 19:10:00,COD
INV47238,Vishal,Mumbai,Maharashtra,Phone,Samsung,Store Mumbai,4,28000,100,2026-02-02 02:38:00,UPI
INV52899,Priya,Mumbai,Maharashtra,Phone,Apple,Store Mumbai,5,120000,5000,2026-02-06 00:59:00,CARD
INV94505,Priya,Delhi,Delhi,Phone,Apple,Store Delhi,3,120000,0,2026-03-06 22:25:00,CARD
